 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73
2060	847.981	834.788	1071.451	916.778	2662.276	1043.665	1818.479	684.841	473.710	785.461	667.088	2248.287	1327.563	639.303	716.062	486.230	711.795	782.246	574.773	475.340	705.580	840.464	733.556	1217.186	983.863	1038.934	1126.291	878.552	1782.210	2110.470	1094.500	856.196	879.939	1804.463	1231.852	1035.659	1120.623	814.517	1021.108	2124.271	1279.630	1511.023	2521.587	1245.116	1072.433	1313.598	1270.574	1368.099	1177.533	1011.226	1015.113	976.782	988.624	893.453	881.231	806.364	931.875	1253.432	770.363	999.985	868.490	760.683	657.318	503.104	929.871	855.149	933.631	1060.574	767.079	852.487	1198.312	947.844	1208.502
2061	882.357	896.221	1067.318	936.471	2568.844	1060.080	1940.801	694.275	471.717	772.814	671.750	2260.701	1362.590	660.601	724.390	487.921	751.993	782.161	582.498	471.665	712.750	847.673	765.691	1211.721	1045.385	1033.311	1241.736	935.470	1683.814	2093.789	1218.270	909.399	898.436	1756.768	1316.161	1116.781	1166.343	840.534	1088.480	2090.268	1286.409	1507.844	2458.011	1255.783	1042.603	1344.238	1266.795	1343.323	1198.938	1006.928	1016.305	972.009	999.398	930.532	901.290	835.697	968.650	1307.568	791.868	1039.069	899.605	773.867	676.773	505.590	945.681	896.414	983.517	1051.297	802.224	898.696	1263.548	1024.870	1243.378
2062	890.248	884.221	1080.121	956.891	2600.578	1083.739	1927.298	695.884	480.986	788.509	695.382	2243.213	1335.863	662.942	724.431	472.929	742.881	790.573	579.673	474.454	693.547	837.844	763.874	1234.050	1105.307	1091.914	1192.566	927.342	1596.048	2044.600	1153.170	886.657	885.742	1640.153	1266.139	1094.354	1137.297	832.892	1008.128	2008.328	1234.704	1443.180	2351.027	1221.217	1001.510	1290.899	1239.789	1311.312	1122.520	1025.656	1031.709	971.699	1015.669	923.311	891.160	838.151	951.600	1279.175	781.426	1008.443	869.045	766.233	665.144	511.606	901.472	849.320	976.608	1004.878	801.782	892.058	1241.897	1002.552	1231.889
2063	888.707	878.204	1058.150	946.466	2395.839	1003.727	2049.795	677.370	494.269	723.964	641.434	2230.230	1304.940	628.438	715.620	460.944	728.629	783.668	577.668	464.619	688.241	815.199	737.318	1183.843	1065.156	1000.550	1112.896	885.119	1521.012	2033.789	1102.570	848.003	855.785	1530.699	1282.248	1017.874	1113.989	853.466	976.466	1934.208	1153.256	1387.414	2279.773	1208.256	973.758	1254.153	1215.816	1261.771	1044.867	1002.497	990.920	903.847	961.961	901.342	868.621	793.048	944.720	1224.223	767.049	985.094	857.452	780.883	626.553	515.566	867.405	833.923	932.295	972.966	754.285	843.377	1184.809	997.344	1182.702
2064	959.745	969.911	1069.318	940.991	2302.495	1067.182	2517.287	687.762	752.159	795.245	657.809	2251.396	1358.858	638.938	740.928	474.492	692.609	741.854	590.521	463.108	685.415	835.076	756.991	1197.871	1048.532	988.086	1168.659	904.968	1540.162	2066.724	1208.340	914.441	960.239	1510.473	1524.822	1932.785	1121.863	905.841	926.466	1817.900	1135.325	1331.789	2152.659	1314.556	946.881	1231.058	1281.637	1265.474	1042.742	986.087	995.404	921.454	980.254	993.868	933.562	803.382	933.960	1279.498	754.838	963.118	863.287	750.717	634.833	520.896	912.485	902.470	932.261	1029.486	780.170	904.691	1269.555	1071.543	1201.484
2065	1093.293	1092.770	1094.283	916.643	2193.661	997.267	2881.643	731.392	1219.752	838.084	686.566	2218.138	1439.771	689.457	738.185	494.960	736.417	780.769	641.246	495.598	733.208	865.555	834.099	1227.571	1052.371	957.629	1220.945	918.142	1557.659	2066.541	1209.010	938.122	1021.675	1479.379	1612.948	2676.219	1192.811	895.977	938.493	1745.068	1121.463	1303.484	2047.731	1373.797	952.407	1252.429	1320.653	1284.714	1071.658	952.949	973.422	942.727	966.431	1082.237	1001.793	805.897	979.160	1320.419	769.755	959.296	887.223	789.058	619.099	523.972	933.319	933.144	1000.028	1060.446	809.042	970.162	1294.360	1134.591	1251.640
2066	1068.586	1062.080	1042.306	867.204	2112.880	899.273	2756.380	687.079	1295.697	762.844	653.059	2150.575	1370.634	652.885	757.949	473.476	779.629	805.482	617.450	494.216	707.113	835.194	775.771	1181.879	1004.127	899.378	1162.923	863.534	1444.395	1972.654	1142.340	897.731	983.883	1377.079	1460.656	2775.061	1140.194	850.739	925.304	1664.570	1039.798	1217.430	1897.485	1279.401	905.253	1166.651	1232.784	1247.193	1040.342	925.969	945.182	895.393	940.448	1011.016	895.834	739.636	941.370	1244.734	726.721	916.222	823.433	742.017	581.788	513.327	891.626	920.221	961.108	998.372	770.139	932.571	1286.316	1082.391	1211.324
2067	974.796	1024.965	1003.769	808.783	2347.792	814.227	2724.936	645.339	1251.635	685.755	639.787	2051.592	1307.180	598.212	682.923	464.040	769.801	759.407	574.616	463.423	656.986	803.886	756.740	1133.686	923.902	824.616	1086.280	802.927	1318.629	1866.059	1029.745	824.801	930.748	1220.020	1321.991	2690.516	1111.691	785.023	862.487	1601.983	1001.232	1112.914	1783.515	1207.242	862.856	1088.804	1149.884	1159.500	942.729	899.754	902.065	863.236	891.663	918.237	807.036	706.242	882.150	1197.480	705.877	885.828	769.522	698.375	576.917	475.219	853.227	859.790	889.920	957.608	739.800	852.325	1233.368	1008.887	1138.018
2068	931.293	957.557	1010.942	796.086	2744.120	777.699	2892.152	609.291	1108.407	621.066	584.309	1985.845	1214.055	586.904	677.810	447.056	717.483	745.497	545.536	427.505	633.924	766.185	708.363	1120.486	895.063	806.795	1060.764	777.626	1338.629	1812.978	968.255	820.776	916.534	1217.025	1243.070	2552.329	1092.943	739.557	828.088	1534.550	950.872	1101.312	1661.360	1149.377	812.696	1018.508	1110.421	1153.682	883.996	887.513	877.080	816.926	875.845	887.326	780.675	708.636	850.885	1186.755	688.054	878.498	735.446	684.042	562.189	461.016	807.920	850.536	875.597	1120.324	734.576	837.948	1208.658	958.013	1073.782
2069	848.879	936.531	980.243	803.557	2991.156	750.915	2784.608	588.630	1002.903	578.401	586.059	1941.994	1172.317	559.635	659.985	443.913	681.013	722.970	517.545	416.938	608.557	762.583	700.085	1078.293	864.698	831.291	1017.434	746.589	1289.347	1799.254	924.430	773.350	866.558	1161.828	1157.948	2403.073	1073.354	711.676	819.743	1480.966	907.094	1035.875	1601.057	1094.377	791.892	973.439	1076.600	1098.224	842.809	900.569	877.527	801.018	867.199	855.958	727.396	675.339	810.370	1159.865	707.250	866.384	705.892	642.942	558.099	446.550	785.417	792.530	850.926	1144.081	712.188	811.267	1189.761	937.096	1042.738
2070	832.854	913.522	976.220	766.986	3126.984	734.256	2618.228	591.730	849.641	540.868	557.051	1877.224	1149.312	540.447	618.349	426.849	647.854	673.945	499.194	407.175	604.759	726.891	681.830	1065.679	863.810	909.411	1003.236	737.274	1215.042	1747.681	887.105	756.965	837.252	1171.847	1103.404	2203.594	1068.057	689.182	807.534	1439.789	891.256	1012.469	1608.970	1076.227	758.897	927.503	1052.995	1079.505	827.462	873.472	853.073	775.546	839.674	829.705	700.355	649.103	801.590	1148.934	714.255	867.773	681.783	644.233	583.106	435	753.301	798.343	851.256	1099.277	675.467	794.990	1141.835	915.070	1036.969
2071	779.064	888.018	954.763	744.181	3142.177	697.102	2493	586.958	792.676	533.461	541.699	1818.201	1113.120	529.053	586.574	425.675	609.762	662.332	481.597	407.794	582.656	745.986	649.843	1026.757	807.293	852.974	965.890	733.982	1201.377	1730.395	870.255	748.587	803.669	1125.788	1058.844	2016.191	1031.177	680.818	784.716	1372.610	857.552	988.227	1544.761	1029.232	741.835	891.767	1003.516	1045.969	808.604	860.185	844.615	771.982	826.359	807.332	677.592	631.958	755.500	1105.127	696.627	845.734	661.752	620.892	566.917	427.020	722.184	783.061	817.778	1009.189	674.800	804.277	1090.662	880.587	1015.316
2072	773.427	853.416	972.468	726.937	3217.219	696.915	2460.187	570.735	715.662	498.168	545.397	1739.925	1094.240	534.005	581.656	426.246	672.344	672.156	473.611	398.861	602.656	723.924	647.058	1022.450	792.234	808.695	941.374	685.548	1190.611	1712.930	850.175	745.308	793.785	1108.414	1048.113	1840.382	997.897	660.011	790.493	1327.564	852.670	933.195	1441.307	993.357	737.670	882.127	1000.447	1041.130	797.462	847.046	845.015	781.764	823.116	799.979	693.036	620.939	758.815	1093.109	668.868	822.911	668.465	611.458	637.758	416.865	733.491	782.707	803.722	997.074	674.909	736.524	1093.871	870.387	1026.382
2073	739.191	853.628	1032.139	733.104	3312.432	704.778	2482.152	593.376	671.248	491.545	523.993	1717.822	1095.240	539.418	603.082	423.706	700.755	695.709	506.360	422.562	680.094	766.957	657.695	1008.836	784.961	788.596	910.253	778.151	1207.850	1695.924	830.705	712.951	777.675	1100.458	1027.996	1730.402	994.360	652.597	774.108	1320.117	896.867	984.336	1573.265	1027.633	756.381	894.852	1040.074	1071.630	775.698	901.805	836.633	758.982	819.309	821.216	665.574	641.818	757.080	1094.830	680.412	825.897	668.745	596.133	664.242	418.319	721.055	743.232	804.188	940.946	678.139	773.712	1115.607	886.587	1119.818
2074	811.879	854.513	1036.179	744.190	3301.318	731.830	2343.386	659.397	603.028	493.030	539.434	1762.534	1148.814	580.736	619.918	432.032	654.689	703.628	564.521	440.804	797	787.640	687.686	1040.907	804.083	746.616	930.286	811.215	1195.491	1659.038	842.875	725.580	807.650	1091.340	1029.809	1645.150	1027.566	655.631	796.135	1367.259	953.133	1078.008	1615.780	1062.681	790.536	903.704	1144.547	1175.167	795.347	1003.405	838.742	771.986	831.486	823.889	690.923	725.188	800.990	1075.948	686.779	840.798	654.146	643.083	679.803	450.060	708.681	757.039	854.562	927.324	690.109	776.414	1118.540	877.722	1181.938
2075	772.962	840.867	985.162	729.896	3281.130	704.159	2102.573	628.143	571.393	500.287	544.074	1739.977	1123.415	552.779	609.913	432.183	616.874	689.281	553.687	416.526	752.826	758.261	659.534	1016.450	796.078	718.424	897.121	766.233	1143.551	1582.022	808.030	715.591	778.699	1026.601	1005	1517.972	988.074	649.307	796.047	1308.060	936.404	1070.617	1506.375	1015.121	790.227	886.079	1144.726	1144.745	772.178	945.590	835.560	764.657	797.663	798.800	663.899	682.194	791.405	1053.646	680.510	807.754	650.771	601.242	638.750	427.900	733.730	761.696	801.847	895.061	675.151	762.670	1116.217	847.535	1118.964
2076	742.828	811.283	956.451	724.615	3236.901	640.148	1921.398	602.635	532.331	462.341	521.397	1703.920	1078.372	550.096	605.682	437.635	565.503	688.427	539.972	402.979	719.396	744.275	635.874	994.771	788.659	688.583	866.357	740.068	1103.856	1521.600	810.710	683.497	770.049	995.936	953.487	1394.683	986.537	650.534	753.392	1242.425	932.675	1013.648	1397.920	1007.430	739.747	848.529	1106.732	1107.708	741.093	911.928	815.353	753.704	773.906	756.963	634.325	648.939	775.360	1070.786	643.936	810.695	601.745	602.400	607.508	428.701	730.988	733.066	783.409	869.601	652.182	759.613	1098.724	818.743	1073.893
2077	722.217	805.593	913.699	718.498	3273.411	670.756	1880.374	604.090	469.890	483.617	523.478	1661.264	1056.448	555.904	601.297	436.317	649.907	692.487	512.213	407.639	688.453	752.782	647.596	1031.943	794.620	714.179	913.538	717.813	1113.449	1551.822	797.650	705.164	781.564	977.823	966.357	1253.833	987.149	659.040	758.108	1198.650	924.502	976.516	1319.659	982.473	748.144	848.915	1040.347	1056.667	757.880	886.205	801.393	755.241	793.420	744.932	647.568	645.358	779.795	1064.031	654.853	783.069	593.771	586.892	566.417	425.502	723.644	737.099	819.028	857.419	654.218	731.236	1103.879	814.970	1066.200
2078	717.261	789.159	913.520	688.271	3240.036	671.244	1704.515	609.349	481.028	468.653	529.750	1620.339	1036.508	535.505	615.415	414.040	708.430	709.598	508.270	409.170	675.972	756.460	652.646	1020.643	776.810	683.079	922.308	723.776	1065.162	1541.432	800.200	698.846	776.822	1016.956	916.235	1185.370	991.611	609.165	745.507	1166.575	915.335	933.297	1238.235	960.585	746.784	840.011	1021.979	1047.641	744.538	847.385	826.953	731.736	797.740	741.732	637.491	642.806	785.590	1039.297	672.897	794.448	595.268	570.525	568.182	406.183	698.055	751.227	780.528	848.946	664.770	732.733	1118.177	823.187	1040.173
2079	824.879	932.504	940.358	741.538	3203.599	711.676	1601.041	685.878	500.669	493.850	548.632	1698.241	1111.202	604.832	655.380	450.532	737.285	740.151	557.403	459.144	741.821	816.209	715.323	1083.314	855.624	743.132	1028.187	814.831	1123.102	1636.708	891.135	784.857	852.411	1392.877	1029.948	1201.968	1076.451	694.165	930.872	1757.442	1117.635	1083.805	2095.761	1241.985	1506.283	1114.529	1153.958	1253.469	888.498	916.031	864.902	822.500	813.243	800.795	658.314	680.103	804.110	1204.476	705.667	844.690	661.051	612.550	612.227	468.984	787.374	796.691	853.938	966.459	728.618	820.764	1160.827	897.143	1129
2080	891.268	1094.336	1095.665	825.588	3286.818	797.943	1616.064	792.349	513.455	559.731	612.434	1847.494	1231.191	692.389	770.923	506.857	711.775	745.638	602.455	508.119	804.745	861.839	806.274	1136.150	1040.668	831.298	1105.703	895.237	1281.072	1745.308	1064.090	831.556	905.663	1681.443	1137.017	1186.537	1186.429	822.205	1113.466	2635.006	1235.685	1313.281	2783.489	1453.749	2199.222	1401.492	1333.695	1479.172	1022.969	995.795	928.291	915.690	897.304	895.505	758.876	756.570	864.055	1283.122	787.858	943.931	782.911	694.417	633.864	552.737	870.571	896.707	904.455	1022.081	806.091	911.194	1222.603	982.430	1210.476
2081	929.949	1069.620	1139.451	820.489	3230.422	891.227	1533.047	744.868	520.359	559.755	630.206	1806.885	1354.350	727.740	813.462	549.905	728.622	679.834	634.531	554.778	817.363	907.024	825.673	1147.836	1064.873	859.682	1151.681	885.575	1328.958	1999.562	1093.195	883.224	948.202	1470.478	1254.409	1053.797	1160.091	865.284	1221.959	2963.980	1191.537	1430.844	2941.174	1415.589	2321.536	1412.344	1308.753	1600.729	1031.511	1036.251	1013.498	916.833	905.602	921.405	785.030	798.376	885.505	1243.747	796.054	893.167	837.968	698.592	628.235	597.980	846.699	899.133	977.551	1061.885	838.315	895.309	1158.971	971.091	1390.129
2082	1045.006	1421.566	1198.671	933.529	3193.901	946.023	1539.749	953.407	555.290	619.395	699.235	1934.954	1427.525	967.817	1056.051	658.722	865.358	859.688	945.090	663.072	935.924	1079.564	1021.520	1291.793	1148.415	1438.629	1207.308	1039.064	1355.048	1950.573	1176.510	1034.448	1035.043	1755.424	1366.604	1108.760	1381.937	996.403	1361.196	3327.650	1559.049	1705.539	3175.068	1658.043	2494.155	1933.788	1679.463	1887.880	1200.836	1156.656	1089.498	1055.431	1012.343	990.384	880.633	907.255	1021.410	1538.227	894.529	1023.823	932.586	810.333	729.811	841.446	960	982.215	1051.153	1269.980	1005.758	1041.183	1372.967	1124.283	1428.133
2083	1179.561	1772.195	1266.064	1037.729	2988.281	933.182	1575.743	1151.074	591.565	694.784	847.154	2029.190	1474.098	1172.928	1217.236	857.198	894.828	1026.040	1062.280	762.412	1024.486	1141.559	1115.614	1368.364	1162.283	2376.702	1196.242	1069.982	1392.647	1864.416	1243.640	1076.996	1076.215	1795.773	1463.643	1081.370	1379.297	1003.926	1345.757	3348.416	1654.916	1750.188	3004.428	1718.169	2307.917	2067.497	2001.074	1935.318	1283.884	1210.918	1146.676	1153.505	1095.492	1069.990	944.320	1043.976	1112.850	1661.284	900.907	1109.956	994.599	879.133	757.417	1042.339	981.975	998.840	1112.932	1327.074	1049.400	1078.387	1505.294	1166.204	1449.164
2084	1208.599	1699.708	1232.971	1085.932	3048.042	917.369	1509.105	1139.571	556.690	664.353	845.478	1900.224	1402.229	1153.851	1268.667	812.770	782.477	1080.749	970	691.149	921.717	1099.062	1004.816	1345.564	1187.293	2183	1132.302	1020.023	1334.347	1754.989	1282.535	1313.930	1075.258	1737.365	1440.639	1016.630	1277.240	938.205	1230.081	3104.405	1703.212	1594.914	2707.644	1594.285	2006.005	1937.307	2096.753	1683.266	1225.293	1199.323	1152.982	1210.079	1125.923	1057.789	942.136	1041.570	1079.630	1761.070	845.054	1111.788	1013.885	891.792	765.121	943.956	984.362	962.387	1094.943	1273.939	1045.442	1015.152	1497.938	1132.274	1321.351
2085	1195.592	1596.044	1156.497	994.534	3036.958	924.614	1381.146	1003.593	536.586	682.976	998.625	1938.207	1356.038	1080.418	1119.179	769.341	762.921	940.759	860.412	685.892	894.104	1061.611	972.978	1281.171	1121.795	2170.020	1082.967	945.498	1273.784	1817.216	1246.365	1145.808	968.141	1550.089	1365.496	916.695	1219.269	881.688	1089.405	3113.618	1490.123	1483.930	2560.875	1413.391	1935.484	1699.148	1909.258	1630.297	1080.360	1138.841	1103.644	1082.713	1038.856	964.579	909.751	967.545	1010.230	1471.070	810.755	1043.438	1006.783	850.650	721.788	889.869	848.871	873.983	1020.994	1177.162	912.661	931.183	1365.221	1111.435	1360.138
2086	1053.701	1450.540	1100.532	940.158	2976.505	887.494	1327.573	921.138	484.738	643.994	946.699	1871.655	1278.880	962.803	989.585	681.833	686.086	854.427	773.597	586.964	840.368	964.962	861.610	1194.793	1100.829	1872.318	1028.198	875.936	1273.701	1777.503	1149.490	1010.857	895.460	1360.394	1324.826	843.931	1140.766	810.818	982.162	2992.929	1343.433	1385.461	2329.390	1285.309	1710.510	1481.407	1811.042	1481.609	994.316	1077.851	1061.149	1004.245	997.812	912.742	858.988	905.364	955.975	1385.384	781.255	997.345	967.172	792.717	667.985	772.263	853.607	851.569	1003.420	1107.020	841.921	866.094	1272.188	1028.443	1296.600
2087	975.229	1332.035	1075.064	873.950	2795.495	822.949	1238.901	840.910	468.910	590.862	839.559	1842.092	1271.366	899.606	901.015	618.794	633.768	794.005	697.294	542.706	768.580	943.853	837.901	1256.400	1031.629	1681.729	980.582	854.941	1248.874	1815.173	1132.790	951.871	866.742	1279.951	1307.835	819.297	1122.017	801.847	943.095	2945.442	1274.951	1322.703	2160.068	1213.227	1497.588	1348.127	1718.868	1446.531	963.369	1037.574	1034.182	948.107	941.249	890.416	777.059	821.085	944.140	1350.677	769.686	946.212	897.166	763.942	656.538	693.633	831.546	845.050	996.540	1076.446	818.709	844.073	1236.474	1030.435	1238.400
2088	930.739	1351.248	1068.312	839.045	2813.729	801.199	1142.538	783.751	462.945	566.653	765.066	1833.960	1229.787	855.817	883.836	603.254	612.152	769.131	675.967	571.990	742.613	898.005	806.152	1336.336	1029.410	1565.139	1003.385	834.484	1214.240	1816.130	1085.930	938.266	870.755	1221.537	1249.478	796.114	1121.274	782.307	914.723	2886.040	1227.167	1296.141	2120.193	1196.507	1400.433	1265.772	1614.105	1432.615	924.289	1036.067	993.196	938.245	951.630	869.232	753.817	841.242	913.875	1461.961	797.554	933.094	849.656	715.692	612.765	680.645	813.638	836.751	1081.034	1153.588	772.036	836.948	1266.735	1042.370	1242.773
2089	907.025	1352.903	1050.850	811.131	2690.740	773.415	1125.456	739.979	453.448	565.647	741.610	1797.730	1231.016	782.764	842.359	561.413	566.424	731.241	640.199	548.778	731.326	869.796	776.099	1477.121	1022.337	1542.245	1009.604	817.941	1236.868	1772.157	1059.875	892.066	821.497	1197.562	1221.191	773.215	1063.097	759.665	920.034	2853.225	1176.714	1276.344	2034.045	1165.261	1324.639	1212.847	1540.542	1410.349	898.818	1017.082	972.371	933.694	929.265	827.821	725.710	786.703	905.975	1450.323	798.132	913.837	823.522	690.758	621.212	641.797	801.043	826.442	1041.642	1177.054	759.412	881.147	1220.698	993.335	1259.884
2090	878.930	1240.230	1016.572	789.570	2540.094	758.091	1081.719	701.831	438.338	545.305	722.890	1811.747	1177.197	735.827	801.431	515.302	517.622	700.990	597.986	508.402	705.807	857.289	749.493	1417.707	981.932	1381.371	1027.055	804.100	1184.389	1724.762	1009.225	866.073	819.571	1138.586	1189.870	755.423	1087.937	711.358	877.216	2769.875	1127.296	1245.047	1947.443	1153.068	1238.093	1149.513	1399.800	1367.229	904.956	987.072	948.611	898.509	895.448	802.905	717.692	769.236	862.310	1400.009	754.819	904.916	800.554	679.092	583.841	618.665	772.209	788.110	1088.983	1114.649	756.764	832.633	1205.382	952.509	1161.609
2091	850.357	1299.274	1028.399	782.765	2408.536	766.125	1086.848	682.090	428.283	548.425	752.632	1820.782	1160.995	694.279	774.467	507.881	503.662	687.558	589.545	493.278	674.217	829.033	752.327	1343.436	973.610	1460.311	1001.027	801.479	1196.880	1685.270	1032.570	845.675	809.890	1117.192	1140.278	729.089	1073.520	727.318	863.149	2706.635	1081.507	1234.859	1957.625	1136.565	1247.325	1122.751	1355.342	1356.062	876.884	986.954	943.898	879.454	901.133	821.737	701.272	765.994	873.275	1319.747	765.951	916.645	820.006	689.317	607.879	581.406	775.859	810.724	1047.278	1071.426	725.030	852.571	1167.846	931.948	1177.942
2092	874.318	1357.372	1031.197	795.163	2261.104	791.676	1064.994	684.561	449.062	576.060	801.529	1799.805	1149.967	707.587	767.344	493.484	495.808	661.231	593.806	476.057	686.231	812.611	732.834	1238.864	973.781	1292.026	965.599	787.831	1176.120	1688.697	1047.725	829.353	801.982	1063.581	1121.748	706.463	1086.131	728.182	828.689	2613.011	1026.783	1178.172	1986.496	1133.159	1177.283	1059.614	1280.010	1316.438	881.524	996.656	949.185	871.157	895.464	817.142	732.112	781.467	866.655	1284.904	765.216	912.793	809.268	700.600	597.561	542.359	784.890	786.193	980.017	1052.115	721.321	817.089	1165.103	941.387	1164.227
2093	872.459	1336.938	1058.468	804.367	2234.026	820.574	1103.421	691.693	448.703	557.910	812.154	1762.615	1145.852	698.889	755.908	477.040	478.450	659.131	577.621	492.113	674.269	814.318	742.574	1208.857	929.854	1279.841	962.209	792.014	1201.796	1718.411	1103.345	825.815	809.068	1059.261	1161.817	705.598	999.977	719.295	851.237	2516.672	1046.305	1173.117	2074.830	1159.783	1167.428	1034.185	1245.479	1319.385	855.693	1002.390	962.404	885.213	888.890	837.900	774.609	792.188	856.340	1264.825	728.632	923.764	815.420	673.675	583.295	536.741	760.883	789.514	956.409	1024.385	716.679	810.513	1142.213	990.739	1164.480
2094	901.522	1388.611	1074.324	839.647	2127.411	861.239	1067.696	702.085	503.021	560.198	768.221	1783.161	1205.202	743.288	784.544	516.952	484.689	669.533	610.488	508.402	705.297	855.014	740.695	1264.600	968.488	1168.669	969.363	799.078	1216.928	1858.281	1160.900	874.388	869.528	1104.773	1314.730	1026.276	1055.171	867.091	876.838	2495.396	1036.493	1166.250	2056.061	1350.870	1093.717	1063.212	1256.958	1346.786	899.351	1007.015	967.956	908.079	917.923	885.063	827.751	797.818	875.540	1300.629	764.250	928.936	849.580	692.967	639.977	537.167	824.601	831.271	988.915	1074.486	755.636	825.367	1140.581	1039.026	1276.773
2095	900.083	1435.177	1148.399	797.308	1888.292	975.335	1143	626.947	1016.724	640.928	712.801	1704.431	1634.612	689.736	696.964	490.349	545.351	562.769	699.682	567.510	694.991	895.953	877.278	1172.136	1117.005	1058.457	1040.165	845.320	1173.557	2162.043	1291.795	1022.727	1163.307	1136.547	1498.739	1844.809	1126.417	1053.335	1046.412	2751.501	1019.931	1312.344	2314.299	1983.367	1066.526	1070.402	1275.674	1565.729	1054.298	1097.646	970.305	981.199	993.403	1000.226	943.899	843.236	936.455	1254.035	866.025	829.192	959.115	695.042	651.985	555.857	892.583	966.221	1034.756	1062.885	879.776	951.937	1017.243	1148.244	1464.218
2096	928.828	1525.389	1105.468	791.059	1911.740	898.994	1187.602	668.503	1307.607	635.024	669.434	1866.385	1439.219	694.846	699.385	486.111	568.060	595.070	695.313	549.325	723.505	889.450	960.233	1158.564	991.966	967.358	1016.929	823.877	1207.850	2012.011	1209.020	944.762	1076.669	1107.783	1423.630	2418.175	1129.623	1005.761	966.642	2480.276	1016.650	1204.938	1934.186	1932.527	1010.041	1059.963	1331.621	1476.104	962.800	1027.574	988.102	928.537	939.011	987.905	976.142	799.194	1038.655	1192.611	792.833	813.138	901.465	724.583	629.076	518.215	868.497	959.823	1002.295	1037.899	779.103	919.660	1124.221	1119.230	1443.711
2097	863.758	1361.177	1009.428	743.579	1977.083	838.824	1143.836	643.233	1284.476	600.683	631	1775.425	1344.322	645.038	669.620	443.492	565.523	590.714	637.389	508.340	675.208	830.469	888.404	1095.071	914.176	840.993	928.637	761.982	1152.383	1879.330	1083.235	846.528	999.552	1016.433	1288.496	2357.041	1085.726	847.131	853.750	2230.658	945.808	1082.227	1621.705	1637.633	906.340	958.635	1243.805	1363.859	876.618	967.764	918.884	900.741	895.215	909.437	860.929	696.248	1059.810	1121.301	750.172	802.704	777.057	692.842	571.962	481.478	799.460	854.597	933.665	978.716	708.909	851.194	1066.607	1017.409	1282.609
2098	782.223	1232.620	990.642	703.896	2398.885	767.108	1061.743	630.460	1100.572	561.210	605.596	1728.655	1239.153	597.572	643.872	445.198	543.808	604.899	607.668	449.325	649.528	799.488	781.933	1071.821	854.449	772.483	893.319	720.420	1133.683	1808.319	977.565	810.199	898.117	957.305	1157.326	2257.207	1013.526	792.023	790.628	2077.652	919.236	1004.625	1449.617	1439.116	858.995	898.518	1164.405	1227.396	793.853	915.195	890.571	959.218	877.133	871.879	777.757	682.115	982.720	1080.231	697.603	794.335	740.338	653.225	516.553	462.641	726.012	781.580	863.057	901.926	680.394	804.843	1062.618	938.004	1188.147
2099	770.083	1130.664	959.341	662.172	2711.818	734.006	979.942	581.524	927	517.078	565.309	1668.241	1179.131	578.207	605.164	427.246	541.331	623.477	635.592	426.485	627.141	753.284	738.753	1016.286	818.278	739.682	872.176	713.502	1098.228	1731.589	883.080	748.346	832.031	886.808	1097.826	2132.719	993.566	748.068	772.257	1992.892	848.837	918.734	1360.292	1320.672	801.330	843.048	1082.558	1167.250	761.320	877.687	837.818	1022.440	836.718	823.505	714.325	645.364	910.500	1033.118	682.995	772.626	707.306	621.467	518.932	433.653	710.810	751.740	833.091	874.831	679.103	768.529	1025.496	872.348	1132.876
2100	723.866	1085.460	938.052	657.665	2857.776	691.131	922.614	572.090	788.545	482.754	530.316	1591.293	1114.393	554.644	590.938	416.746	510.914	599.980	625.540	417.943	594.519	746.398	705.233	984.836	786.707	704.411	824.022	679.429	1078.234	1702.297	842.030	742.563	809.656	861.261	1036.522	1981.577	961.543	710.528	756.777	1957.823	833.010	901.117	1317.788	1194.295	763.985	825.026	1050.532	1147.625	735.969	873.026	823.022	1031.394	779.812	773.847	658.757	621.642	835.140	1021.245	676.441	754.300	672.268	591.633	507.197	426.064	667.957	738.050	801.614	868.669	643.352	745.199	1013.757	828.900	1083.836
2101	715.083	1040.089	948.040	646.557	2948.938	695.040	918.088	539.778	717.614	473.521	543.971	1571.448	1120.005	539.966	548.492	385.302	467.430	559.417	581.441	412.552	585.236	734.910	674.646	980.007	775.356	675.695	871.802	717.489	1069.958	1654.730	825.245	729.028	802.742	881.650	1013.913	1883.980	992.560	691.591	753.446	1937.604	837.759	891.188	1294.345	1161.420	752.273	799.614	1022.179	1095.297	731.942	855.897	806.687	1071.139	794.508	779.826	629.840	614.606	812	986.493	687.882	760.163	675.102	575.525	528.599	410.207	666.423	742.818	801.381	853.189	644.552	755.319	980.581	814.013	1055.884
